Generation,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,pop
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
3000,84,89,88,90,85,88,84,86,90,86,83,84,89,90,92,85,91,84,87,82,85,89,86,85,89,85,84,91,82,86,82,88,89,90,81,90,87,82,84,79,87,93,91,91,86,89,89,90,84,87,91,88,90,90,86,90,92,90,86,88,88,93,84,85,91,89,86,86,84,84,90,87,86,94,92,87,87,94,87,84,87,92,83,80,85,83,86,85,84,85,85,81,88,78,87,87,84,86,86,81,100
6000,86,85,86,90,87,84,89,88,87,87,90,88,84,89,92,89,83,81,87,80,83,89,85,85,92,94,89,87,89,80,82,89,83,86,86,87,90,91,84,87,83,88,84,88,87,90,86,88,90,84,84,88,86,87,85,92,92,84,84,81,88,86,90,91,83,80,85,85,88,85,86,91,84,89,87,90,86,78,87,84,88,89,88,87,87,88,87,90,91,86,81,82,93,87,81,87,88,90,88,83,100
9000,86,87,89,90,88,86,87,91,88,86,83,85,76,84,86,90,87,90,85,85,91,88,85,84,92,86,88,91,91,88,90,86,91,84,84,91,84,85,90,89,92,87,76,86,86,86,84,84,87,76,89,91,90,89,84,83,89,85,87,89,84,81,87,86,85,82,83,84,80,87,89,88,87,84,95,88,85,87,84,84,90,88,87,90,89,86,83,90,86,84,93,88,87,84,83,88,81,90,90,87,100
12000,85,87,87,80,88,81,87,88,83,89,93,84,91,84,86,87,94,84,89,88,91,92,79,89,90,89,84,87,94,89,84,83,92,91,90,82,89,90,87,88,83,83,93,86,88,84,88,82,85,96,84,87,91,90,88,86,88,89,87,90,90,91,85,93,86,80,92,88,87,86,85,87,85,90,86,90,88,87,82,86,88,84,88,90,93,93,85,88,85,85,88,84,86,84,87,85,83,87,81,90,100
15000,92,90,90,92,86,90,87,80,86,81,79,81,94,87,87,86,85,91,85,86,84,83,89,91,78,90,85,88,88,80,84,87,86,83,88,90,81,88,86,83,85,93,86,86,90,82,89,88,85,85,86,84,82,87,85,85,92,83,87,87,86,80,85,83,91,90,87,86,74,77,81,90,82,91,82,83,75,91,83,88,91,87,91,87,80,84,90,82,84,79,80,87,87,91,81,85,91,86,88,84,100
18000,90,88,84,89,94,86,89,87,83,92,86,88,85,91,87,83,90,87,93,83,89,91,90,85,88,84,83,86,90,84,83,85,91,89,84,87,89,86,89,83,90,91,86,88,86,85,86,85,88,88,90,88,87,84,81,83,85,87,87,86,84,94,86,91,91,84,92,90,89,89,92,87,82,94,87,89,79,90,82,79,81,88,88,86,87,85,92,86,84,86,94,84,87,94,86,87,92,86,78,90,100
21000,92,89,86,74,83,82,87,87,77,85,85,79,85,88,85,94,86,88,88,87,88,86,87,83,90,88,85,86,80,84,94,80,83,88,87,83,82,80,86,86,87,86,85,89,87,92,83,92,82,90,83,82,85,91,83,83,83,89,82,87,80,86,94,86,84,88,90,88,83,86,88,85,92,91,83,88,86,85,87,92,88,84,83,92,86,87,88,88,89,84,89,81,89,92,92,89,87,83,87,81,100
24000,87,84,82,81,88,83,87,90,91,82,87,80,82,86,86,87,86,76,85,87,83,86,88,84,85,88,86,88,85,86,85,78,86,91,87,85,91,78,90,86,80,81,83,80,88,90,85,91,88,83,91,88,84,89,88,91,86,85,86,82,81,86,89,89,72,84,87,90,79,81,81,90,83,91,88,80,80,93,83,91,87,87,86,82,81,82,82,79,86,85,85,85,84,91,93,87,83,91,84,80,100
27000,89,85,80,88,88,90,85,87,87,82,85,81,79,85,84,89,89,86,90,87,89,83,87,84,82,84,91,91,88,88,85,86,88,86,87,88,81,93,89,81,82,82,88,84,83,90,88,87,86,81,81,87,80,89,86,88,92,81,88,87,78,86,90,87,85,89,77,86,86,83,85,85,85,88,91,87,80,89,91,85,84,86,83,85,90,83,84,90,88,85,90,92,85,89,86,91,83,84,82,88,100
30000,82,78,80,87,91,86,90,82,89,86,84,85,86,78,83,88,84,84,87,85,83,78,89,88,88,91,77,89,89,90,90,88,91,87,82,80,80,87,80,82,92,85,87,89,85,90,87,73,81,82,80,88,81,89,89,85,86,85,87,86,82,84,89,86,84,84,86,84,81,85,88,90,85,84,90,90,90,85,87,77,81,87,83,83,89,84,89,86,87,85,83,88,84,85,85,86,82,88,81,82,100
33000,87,86,79,79,85,87,88,86,89,89,89,86,85,79,87,89,81,84,87,90,84,87,83,87,87,85,91,87,83,88,87,89,81,86,76,83,85,91,82,81,86,80,87,87,87,79,82,81,87,90,86,88,87,79,90,80,88,79,87,84,81,87,91,86,86,89,85,79,87,87,72,91,82,83,85,81,90,83,90,88,90,83,90,84,88,81,83,86,83,88,85,71,88,88,86,84,80,90,85,78,100
36000,91,89,88,73,76,88,85,83,81,82,86,83,85,88,88,89,90,87,82,83,83,87,94,89,90,86,85,84,86,93,86,85,76,79,78,83,81,85,87,89,92,77,89,91,83,84,83,88,84,85,88,86,85,85,86,86,78,83,81,81,83,88,87,87,89,78,88,91,84,85,82,80,76,91,96,85,82,84,83,87,82,85,88,80,88,92,82,82,83,83,85,83,90,87,86,84,80,83,86,84,100
