Generation,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,pop
0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,.25
6000,7390.3,7405.12,7395.85,7427.87,7405.32,7445.22,7417.58,7419.83,7439.75,7416.17,7424.59,7446.78,7433.97,7412.56,7428.68,7390.69,7430.47,7413.21,7372.2,7457.48,7466.22,7453.44,7401.27,7437.49,7408.4,7438.13,7405.39,7403.53,7425.04,7433.86,7405.13,7408.1,7411.66,7433.57,7378.31,7407.39,7475.2,7423.33,7442.83,7420.74,7401.16,7435.68,7412.35,7434.43,7433.03,7425.57,7453.86,7416.89,7391.43,7410.84,7465.63,7419.7,7435.84,7419.1,7427.43,7434.84,7460.16,7431.39,7382.59,7388.85,7452.14,7432.9,7447.59,7400.14,7417.44,7410.91,7433.6,7439.68,7428.4,7395.62,7417.53,7420.93,7416.08,7426.42,7389.92,7433.97,7400.57,7435.8,7437.56,7423.13,7417.19,7433.91,7406.42,7398.6,7410.74,7388.61,7393.6,7409.44,7407.27,7427.35,7420.71,7438.86,7421.15,7420.06,7443.63,7447.64,7424.3,7424.58,7406.69,7412.81,.25
12000,5061.52,5095.48,5038.75,5084.99,5068.65,5084.17,5068.33,5078.23,5084.72,5026.7,5044.29,5117.16,5065.93,5088.61,5066.09,5063.48,5071.76,5058.97,5042.49,5103.96,5081.4,5061.99,5057.56,5094.54,5018.79,5090.07,5071.59,5055.21,5048.7,5075.94,5032.53,5014.82,5083.48,5091.21,4982.97,5056.67,5138.38,5060.7,5116.06,5090.83,5034.52,5074.68,5041.2,5073.04,5051.09,5076.88,5115.03,5060.65,5040.43,5040.72,5152.51,5064.44,5118.05,5043.97,5034.94,5065.47,5132.74,5066.55,5022.49,5035.31,5087.56,5095.07,5093.26,5035.22,5049.52,5048.17,5057.63,5073.26,5073.8,5047.02,5051.95,5071.9,5067.79,5094.1,5021.73,5038.04,5046.87,5067.49,5027.84,5044.98,5080.38,5082.86,5033.09,5014.2,5067.47,5007.61,5014.06,5051.89,5052.88,5074.89,5074.61,5099.72,5065.09,5065.09,5142.56,5079.5,5070.63,5086.06,5073.05,5078.15,.25
18000,2760.18,2760.97,2736.48,2724.28,2714.67,2711.67,2723.58,2730.17,2730.25,2691.96,2709.61,2760.78,2740.81,2770.7,2759.31,2768.86,2715.56,2721.68,2688.37,2773.67,2757.4,2727.94,2684.65,2728.05,2687.31,2763.46,2766.07,2743.57,2717.98,2759.53,2697.54,2683.84,2723.77,2768.74,2649.95,2699.38,2811.83,2731.51,2825.35,2736.52,2664.67,2771.79,2731.86,2706.73,2723.82,2728.02,2774.44,2656.7,2728.45,2713.29,2782.79,2749.7,2790.93,2698.81,2644.54,2727.52,2796.19,2720.32,2669.7,2659.94,2742.96,2772.2,2771.15,2686.92,2706.65,2699.93,2692.55,2767.68,2702.46,2738.57,2704.36,2748.1,2727.86,2771.9,2682.66,2693.25,2710.37,2736.31,2702.4,2733.62,2750.32,2778.46,2749.73,2664.92,2733.0,2692.82,2753.04,2740.3,2687.25,2765.49,2712.88,2761.36,2751.01,2733.61,2825.18,2800.8,2776.11,2742.58,2753.67,2714.24,.25
24000,789.8610000000001,768.982,792.205,757.702,798.5830000000001,871.347,856.049,798.807,750.808,757.232,776.326,838.745,833.317,851.457,788.821,819.591,793.4810000000001,843.995,805.22,856.075,852.529,740.674,767.7639999999999,744.9810000000001,786.8330000000001,856.823,832.322,781.7,787.138,830.632,749.677,773.847,800.252,876.173,792.678,822.107,857.687,845.791,854.4019999999999,847.171,791.487,864.576,792.3889999999999,759.554,833.2389999999999,803.071,877.01,790.135,735.4069999999999,822.669,866.0210000000001,895.822,821.8689999999999,791.268,763.404,774.2860000000001,902.83,800.375,776.012,805.46,779.801,902.051,826.4119999999999,748.581,806.2330000000001,736.317,850.4860000000001,762.97,843.176,772.1419999999999,801.9760000000001,830.085,796.015,855.443,782.61,755.2539999999999,791.265,786.467,805.206,781.5830000000001,871.5110000000001,817.9889999999999,891.177,741.951,796.725,780.227,873.985,755.3760000000001,806.9789999999999,901.9910000000001,796.197,762.2439999999999,867.788,805.3939999999999,817.7180000000001,863.465,850.207,868.812,890.936,777.553,.25
30000,167.766,128.27100000000002,156.855,158.615,168.96200000000002,162.814,145.536,170.764,157.05100000000002,158.338,144.281,169.43400000000003,152.637,186.209,165.498,159.995,154.121,169.52200000000002,176.967,222.889,151.503,140.343,166.08599999999998,159.124,149.10399999999998,170.28799999999998,157.121,154.20600000000002,154.54399999999998,150.901,159.064,147.303,147.19299999999998,155.72,169.11599999999999,165.88400000000001,180.067,163.537,187.136,174.62599999999998,152.851,154.237,163.168,144.844,163.506,156.065,195.463,173.65,148.8,174.095,170.81799999999998,164.054,145.06,155.19299999999998,171.845,172.204,164.199,163.755,136.379,175.824,159.541,172.891,161.947,139.798,162.651,171.517,173.18400000000003,164.173,184.48,170.862,176.646,147.951,143.01,172.392,146.637,153.911,156.71,169.14,168.55200000000002,172.56599999999997,169.813,152.388,178.986,156.747,144.934,161.58700000000002,165.535,148.786,176.87599999999998,201.785,177.827,165.67700000000002,185.81,138.05,160.37,162.606,153.506,158.881,182.03599999999997,164.0,.25
36000,100.59100000000001,93.484,101.53,99.9951,94.0654,99.0442,105.618,97.2133,101.09200000000001,104.12899999999999,96.8871,102.105,93.4461,107.07799999999999,109.367,104.39299999999999,102.34299999999999,101.291,104.39,109.27600000000001,100.802,94.7965,95.1731,104.596,104.551,101.501,100.514,100.84899999999999,98.8103,94.8275,102.243,97.3084,99.7969,101.594,96.8525,101.139,100.792,101.91799999999999,110.553,100.494,100.978,102.162,98.8956,98.9392,106.76299999999999,101.51899999999999,103.944,103.01899999999999,102.31,101.39,97.9357,96.0914,97.9512,101.685,107.62799999999999,106.522,93.551,98.6643,101.309,101.63600000000001,97.4148,102.17,103.385,100.17299999999999,101.594,99.6834,104.773,100.988,97.6123,106.824,104.139,102.34299999999999,100.721,99.3355,105.37100000000001,102.066,105.40700000000001,100.564,100.51899999999999,103.99700000000001,99.5816,105.86,104.64299999999999,103.87200000000001,99.7765,98.6405,99.7657,97.2835,101.40299999999999,103.426,102.587,102.595,107.096,94.4104,93.5012,102.476,98.9341,99.0466,102.27799999999999,103.383,.25
42000,100.92399999999999,98.4572,103.745,98.8097,100.684,102.969,100.75,97.87799999999999,96.3498,102.60600000000001,100.118,96.8577,99.875,95.7987,100.014,97.4086,100.713,101.38,100.596,97.2784,105.09,94.48,100.698,104.484,99.6424,99.7505,94.6167,97.961,99.0275,99.5635,100.366,101.17299999999999,98.1424,99.9915,98.9838,101.149,101.235,98.9859,99.0436,101.255,103.061,96.9738,100.656,101.664,97.7574,98.3466,97.9083,96.9315,101.45,99.5374,96.4198,96.2824,102.411,97.1804,102.54700000000001,96.2377,97.7767,101.684,102.821,99.478,100.64200000000001,94.8896,98.1938,96.2462,101.93700000000001,96.8376,100.71799999999999,99.9201,105.28399999999999,99.9369,101.791,97.7438,98.8973,98.0465,99.1989,99.7878,98.1711,99.5331,102.66799999999999,99.6421,104.834,96.2882,96.9546,97.1722,104.28399999999999,100.14,103.40799999999999,101.073,102.152,100.209,96.6471,105.454,102.945,99.3425,98.9079,102.493,101.771,99.6926,101.429,98.7706,.25
