Generation,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,pop
19,868,846,866,853,863,855,855,863,859,848,861,851,868,863,869,858,854,858,853,849,843,869,843,862,871,846,844,859,878,863,868,865,847,843,865,848,861,837,856,856,851,855,854,856,854,871,864,856,841,868,850,881,865,862,866,874,870,834,872,866,866,859,862,866,850,868,864,862,863,840,845,892,852,861,865,840,855,844,858,860,858,857,860,861,865,867,856,865,880,875,849,857,858,871,855,885,873,862,882,861,1000
20,843,881,864,852,853,885,853,842,855,856,853,848,855,874,875,846,866,863,863,878,848,856,850,847,862,881,852,848,844,854,856,875,860,852,848,864,865,852,859,868,849,847,849,866,858,842,845,866,867,867,868,884,863,859,863,872,886,869,864,832,851,827,865,864,845,858,856,855,848,860,854,863,865,869,879,866,849,856,848,877,836,879,857,855,867,855,844,873,859,853,847,858,865,856,850,869,852,864,848,876,1000
21,856,860,839,868,870,849,852,850,839,851,858,836,864,848,854,846,841,833,855,855,844,849,860,864,852,852,839,868,855,868,849,856,852,844,848,854,853,839,861,846,859,851,866,843,858,877,852,865,861,853,868,846,848,855,840,841,859,838,848,872,877,851,856,845,866,847,855,860,862,866,824,881,869,841,864,856,867,879,863,843,856,847,879,863,850,857,849,853,855,865,845,858,863,859,860,860,853,856,862,868,1000
22,858,848,851,838,858,863,877,860,850,864,863,866,839,854,864,851,864,843,841,856,839,849,855,861,851,843,855,844,842,865,844,824,846,857,871,873,867,852,852,828,865,860,855,851,862,846,859,845,853,873,836,859,839,863,834,839,844,852,849,869,839,873,854,833,829,855,851,855,846,848,871,879,846,859,872,860,832,846,839,841,831,841,876,880,847,876,831,859,835,865,842,841,844,854,857,843,857,857,843,852,1000
23,857,852,859,861,837,878,850,863,844,848,856,846,850,859,839,844,845,837,844,861,852,872,869,847,858,866,875,833,849,852,877,867,851,854,841,859,844,843,851,854,840,864,853,852,841,852,852,847,873,847,826,852,857,838,851,884,848,831,846,846,856,845,849,855,858,869,866,850,839,857,868,874,832,855,844,868,871,837,864,850,848,844,868,853,867,860,844,837,867,867,854,829,839,830,854,856,853,841,848,818,1000
24,861,836,865,850,864,857,864,854,862,836,848,858,857,871,856,856,872,851,849,855,875,854,849,843,858,837,858,869,839,848,848,856,840,867,853,855,860,848,841,842,833,856,848,841,853,855,830,861,852,846,850,858,843,861,826,865,865,848,859,834,850,842,855,851,857,866,854,870,848,824,837,846,830,853,861,845,855,839,861,826,860,863,845,859,850,841,856,847,841,864,843,866,874,860,843,850,857,849,839,848,1000
25,863,860,854,853,837,843,863,850,862,855,849,861,858,873,830,859,870,849,844,835,864,846,863,835,846,829,871,864,835,841,844,852,861,841,842,849,856,848,849,855,858,820,830,865,860,834,845,848,843,840,831,840,854,847,850,861,857,858,851,853,835,841,844,826,881,856,851,863,860,865,853,852,839,850,846,850,865,850,857,843,847,857,862,849,847,855,848,833,855,835,856,847,852,852,845,860,839,844,839,854,1000
26,861,847,831,852,875,868,832,847,883,867,850,861,846,861,822,847,851,868,838,861,836,848,866,838,856,840,845,857,854,885,851,872,864,817,854,862,871,850,867,842,825,843,846,857,860,839,848,826,844,853,862,850,869,847,854,864,860,844,866,836,864,831,858,854,841,836,832,854,857,836,830,838,842,858,832,838,850,860,857,854,874,854,864,846,852,867,866,855,875,861,851,850,855,858,862,836,850,850,845,851,1000
27,859,858,879,854,856,816,844,829,843,856,856,844,862,837,841,852,861,849,829,858,833,859,861,879,853,858,863,830,852,859,855,843,883,849,809,856,846,851,838,841,860,869,866,878,854,850,852,836,853,851,845,840,848,846,854,857,833,863,847,853,864,846,861,831,832,852,844,852,846,857,860,845,851,858,846,867,829,845,858,838,858,869,858,850,846,870,842,871,840,861,831,866,870,843,837,843,841,843,831,835,1000
28,873,840,838,831,837,841,853,849,882,852,863,855,859,846,859,836,874,857,865,850,869,833,855,829,865,860,848,851,853,858,853,862,840,827,861,857,834,860,853,856,856,857,860,860,846,854,846,844,852,848,863,836,854,830,855,867,882,851,837,848,837,864,856,860,855,864,859,849,875,851,850,874,840,844,856,854,841,830,854,849,882,889,851,849,871,840,848,856,847,850,836,862,852,847,833,851,852,846,843,865,1000
29,842,852,868,835,853,862,846,844,844,846,858,841,879,839,846,851,857,840,855,859,856,842,858,852,851,869,868,858,861,855,852,846,838,863,865,855,874,852,866,844,857,840,848,850,854,866,856,833,848,860,846,860,846,841,859,849,864,848,872,861,870,853,858,877,830,862,888,867,855,845,849,863,841,853,859,852,834,859,855,870,841,850,857,840,854,847,837,844,839,847,847,832,869,864,835,824,877,858,858,864,1000
30,823,849,853,855,835,831,830,848,853,851,857,848,828,849,857,843,854,844,857,838,867,845,864,846,862,875,840,864,860,857,849,853,845,867,819,848,852,867,849,852,878,861,863,835,862,848,838,840,853,862,851,840,853,845,844,846,863,856,868,833,856,823,852,860,835,861,853,843,832,852,829,855,870,841,831,846,847,835,845,851,854,856,872,852,878,855,849,845,843,853,836,864,860,857,852,863,834,847,862,856,1000
31,858,842,889,834,844,845,846,844,844,846,864,860,876,852,853,851,860,839,856,853,834,875,842,869,879,854,855,838,850,854,861,821,843,860,847,842,855,855,845,859,839,857,840,858,845,862,875,857,850,812,867,846,858,850,853,850,840,839,854,845,860,838,873,833,858,854,847,852,854,838,872,855,839,832,847,872,858,857,860,872,861,841,848,853,869,855,869,861,863,860,843,840,838,840,850,853,877,829,859,858,1000
32,868,848,862,830,863,864,847,889,859,856,859,830,855,859,867,832,843,856,862,867,874,858,854,875,856,865,843,870,846,867,865,867,828,849,860,831,852,862,867,867,852,878,842,835,836,844,845,885,855,880,843,852,875,854,839,853,826,849,832,874,832,838,858,850,853,831,862,859,851,858,854,848,843,843,848,858,853,865,855,855,857,849,853,865,844,855,839,840,870,841,829,849,861,844,863,820,845,860,869,857,1000
33,851,849,845,861,824,855,860,864,855,842,855,843,857,844,852,849,868,839,863,847,859,859,878,856,847,841,841,855,838,872,864,848,880,854,831,850,852,846,858,851,856,854,841,878,843,837,849,865,854,842,854,854,868,822,840,855,866,843,863,841,858,870,870,830,868,852,856,837,861,852,866,837,851,867,865,853,865,839,843,836,863,848,869,867,854,864,833,859,850,857,866,848,853,866,855,849,838,830,846,856,1000
34,858,852,860,840,850,860,867,866,844,836,850,867,829,842,839,852,860,863,849,844,866,861,862,855,864,866,863,851,853,853,855,854,853,860,850,864,876,856,855,842,866,844,849,845,859,837,836,863,836,847,875,860,846,856,863,848,855,828,869,851,876,869,862,857,821,823,868,870,854,848,850,849,838,862,871,863,850,845,847,863,865,850,863,850,854,832,852,838,831,841,839,870,858,861,852,865,846,867,839,846,1000
