Generation,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,pop
0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,100
700,7493.07,7520.6,7512.25,7513.33,7500.99,7500.52,7480.35,7510.06,7502.11,7478.31,7518.27,7510.18,7487.42,7523.66,7536.82,7493.9,7508.94,7489.75,7500.43,7486.33,7488.68,7514.47,7507.55,7485.6,7503.45,7527.33,7507.44,7489.24,7516.12,7506.51,7482.96,7514.9,7535.62,7540.06,7507.54,7513.31,7497.22,7514.67,7505.68,7517.97,7488.56,7495.94,7485.42,7500.6,7497.85,7484.98,7526.94,7502.04,7505.38,7479.45,7509.5,7489.72,7496.67,7531.22,7495.33,7492.38,7531.17,7507.27,7523.01,7520.13,7495.01,7497.13,7482.24,7560.8,7511.73,7482.61,7513.74,7522.77,7509.48,7495.83,7515.24,7489.8,7501.97,7517.78,7517.65,7504.82,7492.03,7519.18,7501.16,7506.26,7510.34,7524.21,7515.01,7499.05,7491.72,7508.88,7496.14,7492.1,7503.33,7523.43,7487.41,7531.13,7515.1,7512.45,7507.42,7489.44,7501.3,7493.36,7499.43,7535.05,100
1400,5003.22,5011.95,5013.47,5013.32,5015.42,5014.93,5010.62,5014.29,4980.91,4992.41,5023.25,5005.78,4991.77,5029.18,5042.32,4988.18,5024.67,4997.21,4975.27,4976.44,5007.87,5020.77,5001.02,4975.54,5036.49,5047.24,5040.66,5010.75,5006.18,5008.82,5010.74,5016.82,5019.16,5025.83,5030.14,5028.17,4995.89,5014.45,5026.81,5018.64,5000.21,4983.25,4974.06,4988.74,5013.4,4977.92,5035.92,5008.28,5005.47,4974.88,5008.25,4984.7,4996.47,5025.49,4999.87,4993.9,5026.27,5009.76,5034.54,5010.35,5003.92,4999.58,4985.0,5063.04,5014.8,4977.05,5033.55,4999.9,4985.07,4965.27,5001.43,5008.9,4981.02,5014.2,5008.76,4996.4,4997.32,5020.37,4992.47,5010.7,5020.62,5019.85,4991.89,5008.28,4983.56,4994.65,5015.17,5021.12,5007.63,5012.88,5004.53,5030.63,5028.64,5014.66,5023.45,4994.61,5017.55,4984.58,5031.25,5033.71,100
2100,2479.44,2522.36,2530.17,2548.17,2512.66,2524.2,2512.4,2533.05,2456.37,2488.28,2534.38,2523.04,2503.9,2527.71,2526.28,2494.44,2538.52,2525.26,2477.47,2520.52,2503.96,2546.96,2507.17,2471.39,2526.06,2569.65,2536.29,2493.47,2543.26,2527.71,2504.75,2516.64,2536.43,2535.28,2543.05,2524.07,2486.63,2511.86,2565.6,2554.39,2507.92,2480.94,2499.67,2488.19,2508.16,2479.13,2550.79,2522.42,2491.47,2492.37,2517.51,2469.64,2507.67,2539.22,2506.23,2514.79,2530.03,2524.11,2523.41,2486.02,2499.38,2491.64,2497.7,2594.56,2518.68,2489.98,2544.38,2503.4,2488.69,2458.19,2514.6,2524.31,2486.93,2532.64,2502.39,2530.53,2496.58,2519.54,2508.09,2511.34,2546.26,2531.55,2503.61,2492.39,2457.03,2485.34,2540.19,2520.01,2535.94,2529.07,2527.33,2527.07,2537.41,2520.82,2507.66,2502.2,2534.24,2502.75,2521.5,2541.47,100
2800,234.84599999999998,347.57300000000004,311.168,309.087,288.058,296.235,256.21299999999997,294.617,269.71,333.026,299.802,272.591,271.931,339.941,285.80400000000003,332.485,306.707,315.587,319.053,280.106,295.994,306.135,298.507,260.165,274.70799999999997,321.63,306.775,304.074,306.53700000000003,318.302,280.192,316.184,337.914,330.736,320.858,295.875,293.926,294.84,325.188,343.916,300.72900000000004,241.498,270.596,254.535,296.907,265.494,331.559,276.409,299.16700000000003,278.671,297.877,261.909,303.078,331.423,307.256,322.46299999999997,283.862,301.008,305.06,267.119,254.446,289.617,271.611,365.42,308.513,262.186,321.344,284.936,324.312,241.49099999999999,288.762,313.25,278.67,342.056,300.188,324.811,301.309,317.849,282.845,313.147,310.166,300.899,287.305,273.478,249.44799999999998,289.403,275.382,353.245,313.188,302.06,287.93,298.834,345.56800000000004,294.462,319.96299999999997,293.44599999999997,293.724,319.003,316.991,317.27099999999996,100
3500,0.8385610000000001,0.9167690000000001,0.8940040000000001,0.8738440000000001,0.917228,0.845461,0.877627,0.905618,0.857355,0.8915049999999999,0.8789319999999999,0.868748,0.9117149999999999,0.900451,0.834464,0.882283,0.9080450000000001,0.814463,0.8934790000000001,0.847766,0.963974,0.882768,0.79077,0.8664280000000001,0.888223,0.870626,0.940743,0.879813,0.871495,0.868267,0.8925719999999999,0.8659709999999999,0.859074,0.846306,0.906068,0.872481,0.859856,0.885072,0.8905799999999999,0.8634950000000001,0.8702270000000001,0.851201,0.896647,0.9017129999999999,0.9269370000000001,0.864035,0.826081,0.8348030000000001,0.92014,0.855092,0.893599,0.873733,0.850276,0.8746430000000001,0.8793799999999999,0.8875549999999999,0.866554,0.8795620000000001,0.933126,0.896233,0.843418,0.86521,0.822407,0.9242459999999999,0.883194,0.9643709999999999,0.871611,0.867871,0.866707,0.895119,0.890575,0.934107,0.85893,0.883445,0.9225129999999999,0.915693,0.8322219999999999,0.896658,0.873064,0.9118139999999999,0.8876219999999999,0.784655,0.8676590000000001,0.910093,0.926732,0.930477,0.869764,0.908826,0.904583,0.876886,0.8790620000000001,0.919899,0.9707879999999999,0.887066,0.8659959999999999,0.878517,0.824784,0.867632,0.872554,0.896776,100
4200,0.8209420000000001,0.801349,0.803441,0.724992,0.783619,0.7676350000000001,0.833966,0.713595,0.760025,0.786415,0.702166,0.766083,0.745251,0.76198,0.748037,0.744746,0.814052,0.7331300000000001,0.765307,0.836577,0.775382,0.733108,0.789554,0.78487,0.769486,0.7368,0.7254149999999999,0.796187,0.767887,0.738997,0.756326,0.714634,0.803301,0.741624,0.74985,0.729578,0.75732,0.771354,0.807041,0.772544,0.727784,0.7822319999999999,0.7848729999999999,0.7091970000000001,0.791535,0.770402,0.744051,0.746765,0.734466,0.772133,0.770787,0.70297,0.739512,0.716696,0.7953640000000001,0.691207,0.778144,0.77078,0.753631,0.712733,0.754574,0.772037,0.745529,0.7671979999999999,0.733384,0.793172,0.73283,0.767684,0.768476,0.737676,0.765333,0.761323,0.744162,0.809948,0.760895,0.806447,0.739557,0.7776430000000001,0.7794909999999999,0.809435,0.78052,0.7673989999999999,0.7418939999999999,0.718722,0.719973,0.7590180000000001,0.758269,0.741013,0.75317,0.780323,0.7089850000000001,0.743425,0.725812,0.7621359999999999,0.745197,0.793966,0.822042,0.731349,0.764467,0.744138,100
4900,0.718801,0.749212,0.740264,0.753713,0.783942,0.688411,0.712881,0.771285,0.77237,0.699106,0.689612,0.7099840000000001,0.721887,0.722775,0.73898,0.728796,0.731952,0.769146,0.753143,0.788995,0.7504350000000001,0.7660520000000001,0.766898,0.741201,0.7279,0.756087,0.763521,0.7464569999999999,0.702331,0.774325,0.796266,0.706799,0.709811,0.760158,0.710968,0.76463,0.761329,0.696517,0.741256,0.671625,0.712458,0.775306,0.738769,0.741124,0.75227,0.742851,0.74455,0.674635,0.792115,0.729206,0.705432,0.72801,0.75071,0.7512310000000001,0.736347,0.737294,0.746449,0.721001,0.711023,0.772692,0.694297,0.7752720000000001,0.752526,0.76097,0.71433,0.6981470000000001,0.7101029999999999,0.751625,0.810519,0.750644,0.787213,0.775996,0.706754,0.7411810000000001,0.760849,0.7590680000000001,0.765062,0.66933,0.730161,0.735138,0.7091649999999999,0.760241,0.7121689999999999,0.791529,0.789671,0.724605,0.635969,0.7165189999999999,0.725161,0.7825529999999999,0.725186,0.719012,0.685393,0.7927,0.767072,0.7471479999999999,0.736541,0.727983,0.769629,0.757754,100
5600,0.7370439999999999,0.729159,0.697983,0.7016899999999999,0.7266640000000001,0.7155779999999999,0.7906529999999999,0.716422,0.720993,0.69214,0.7743800000000001,0.719136,0.747287,0.745053,0.71417,0.750807,0.6979029999999999,0.753145,0.6937810000000001,0.757727,0.71144,0.722032,0.720593,0.740276,0.632845,0.7142,0.756181,0.820032,0.765529,0.712625,0.789207,0.697127,0.752967,0.77258,0.744949,0.696611,0.7408939999999999,0.7191390000000001,0.76135,0.7425,0.742667,0.741943,0.739202,0.710647,0.72831,0.6960810000000001,0.772148,0.690239,0.721464,0.670195,0.7973399999999999,0.768271,0.7197020000000001,0.7481770000000001,0.738121,0.694268,0.693051,0.755872,0.727449,0.7327140000000001,0.748042,0.719999,0.740212,0.720267,0.7391939999999999,0.769258,0.716807,0.714105,0.758108,0.789887,0.747105,0.719841,0.730954,0.715475,0.7537159999999999,0.758372,0.719354,0.723399,0.737855,0.6952020000000001,0.75817,0.681429,0.740899,0.683865,0.7665109999999999,0.751743,0.8086979999999999,0.778489,0.738718,0.717204,0.722611,0.789408,0.756351,0.750215,0.766972,0.728767,0.721813,0.739628,0.696609,0.783799,100
6300,0.755927,0.7628,0.693458,0.6784140000000001,0.7575109999999999,0.753857,0.727006,0.705067,0.722819,0.7135640000000001,0.775576,0.703314,0.718778,0.713016,0.775749,0.743188,0.790304,0.740092,0.737557,0.730667,0.740436,0.748317,0.743901,0.724259,0.7218399999999999,0.6983520000000001,0.7256199999999999,0.732396,0.736689,0.745644,0.688042,0.680137,0.745089,0.793689,0.727329,0.6835939999999999,0.741012,0.764299,0.7129810000000001,0.714422,0.705613,0.732991,0.728859,0.6902159999999999,0.73638,0.7382479999999999,0.773095,0.7036939999999999,0.755787,0.744668,0.785786,0.675747,0.7286199999999999,0.7277859999999999,0.735452,0.759791,0.657095,0.7369100000000001,0.725838,0.747578,0.762378,0.676481,0.7743140000000001,0.6893279999999999,0.724829,0.682017,0.7426649999999999,0.752383,0.757895,0.788403,0.7565149999999999,0.708516,0.7754979999999999,0.724544,0.7254390000000001,0.764609,0.727322,0.76146,0.716334,0.7281810000000001,0.744015,0.692297,0.738517,0.722432,0.685222,0.706341,0.793511,0.766791,0.802268,0.771425,0.7180949999999999,0.752153,0.757638,0.7526619999999999,0.7508239999999999,0.7728689999999999,0.7519640000000001,0.685607,0.727901,0.7039,100
