Generation,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,pop
0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,.50
1000,9441.03,9444.33,9434.83,9438.12,9448.8,9430.44,9446.1,9439.06,9434.14,9422.12,9433.84,9434.98,9441.08,9428.59,9435.0,9442.49,9435.06,9435.16,9441.01,9430.35,9448.84,9442.58,9425.1,9426.43,9425.1,9439.18,9432.42,9429.24,9425.62,9435.7,9435.59,9440.38,9426.06,9441.58,9428.55,9447.74,9436.92,9435.56,9435.31,9423.22,9431.9,9421.72,9432.17,9455.83,9431.19,9438.81,9437.21,9437.82,9428.8,9437.05,9437.31,9437.16,9435.49,9429.96,9439.61,9439.83,9446.37,9441.47,9434.67,9434.46,9442.85,9430.77,9441.61,9449.28,9434.34,9427.71,9437.3,9438.63,9437.52,9431.95,9428.92,9432.36,9432.43,9426.49,9424.06,9443.37,9440.71,9446.41,9430.62,9434.77,9426.48,9436.1,9430.92,9434.44,9441.27,9436.15,9427.06,9429.57,9430.76,9437.07,9434.32,9442.39,9426.99,9440.24,9433.76,9443.9,9429.65,9442.48,9432.95,9437.36,.50
2000,8900.81,8899.7,8896.7,8897.58,8898.92,8891.05,8899.9,8895.91,8878.44,8879.67,8893.14,8887.49,8899.71,8876.86,8885.73,8899.92,8881.39,8889.29,8901.06,8887.06,8915.58,8905.37,8887.65,8897.4,8877.53,8897.91,8891.34,8892.97,8884.16,8884.31,8893.97,8900.05,8882.71,8896.31,8897.06,8900.97,8892.27,8894.19,8891.23,8878.4,8883.44,8887.1,8885.88,8913.75,8880.5,8903.33,8901.58,8900.07,8886.42,8899.4,8896.09,8905.83,8898.8,8892.63,8896.25,8905.77,8906.12,8894.77,8890.25,8882.0,8909.0,8883.87,8902.41,8899.91,8899.21,8878.27,8882.05,8893.31,8902.29,8882.37,8882.71,8898.33,8886.88,8883.7,8882.99,8906.21,8893.66,8905.03,8890.28,8881.63,8884.97,8904.97,8883.09,8888.68,8909.3,8879.15,8877.16,8880.94,8898.23,8886.19,8893.75,8907.31,8867.22,8893.84,8879.69,8897.74,8891.63,8898.51,8892.93,8894.64,.50
3000,8363.45,8384.56,8358.64,8351.69,8354.02,8347.82,8369.02,8368.59,8351.06,8355.23,8353.86,8347.67,8365.96,8333.66,8346.03,8365.74,8343.17,8342.18,8372.67,8356.02,8377.76,8364.05,8353.7,8356.51,8336.51,8356.36,8353.41,8356.65,8346.57,8334.02,8358.93,8366.53,8360.67,8365.4,8364.02,8363.71,8361.02,8359.43,8354.51,8339.9,8342.73,8348.51,8337.8,8382.28,8356.87,8355.15,8364.86,8361.28,8356.52,8362.69,8367.0,8379.26,8376.58,8346.26,8364.74,8363.67,8362.71,8361.73,8342.25,8356.58,8374.79,8345.62,8362.71,8369.25,8360.61,8340.59,8341.1,8360.12,8373.1,8348.04,8348.19,8356.1,8346.97,8347.1,8354.45,8361.25,8359.97,8363.71,8349.34,8345.03,8360.16,8369.47,8353.86,8359.42,8367.32,8345.83,8353.24,8338.48,8365.25,8354.29,8358.92,8380.74,8339.88,8350.65,8358.05,8356.55,8356.95,8368.42,8351.87,8354.14,.50
4000,7869.26,7880.5,7857.82,7862.44,7845.93,7844.53,7878.02,7874.08,7849.49,7862.41,7852.09,7833.16,7858.18,7837.49,7848.23,7874.92,7854.67,7844.33,7862.13,7852.32,7876.34,7865.89,7848.59,7859.09,7832.13,7850.75,7862.27,7860.78,7857.79,7846.72,7868.92,7866.51,7867.06,7861.74,7873.77,7863.86,7858.61,7859.53,7839.21,7823.83,7841.82,7852.18,7836.14,7885.61,7857.26,7857.77,7871.13,7861.42,7858.2,7868.09,7875.28,7879.02,7867.42,7851.34,7867.86,7858.51,7857.09,7855.44,7842.24,7860.08,7873.12,7860.49,7876.62,7877.13,7864.6,7844.1,7846.16,7859.73,7856.99,7845.0,7847.95,7851.81,7846.92,7851.87,7851.85,7880.12,7869.95,7869.95,7849.29,7856.56,7852.67,7863.82,7862.57,7862.8,7865.39,7845.32,7848.51,7837.51,7870.28,7849.24,7857.4,7881.01,7839.77,7845.69,7856.03,7851.62,7847.05,7863.05,7859.08,7861.15,.50
5000,7385.5,7401.92,7373.46,7369.08,7368.8,7361.76,7393.89,7386.24,7369.16,7378.27,7370.48,7353.5,7376.43,7350.65,7369.55,7396.96,7370.55,7366.08,7380.15,7368.24,7399.14,7390.04,7366.15,7370.64,7340.36,7372.82,7367.35,7377.79,7362.68,7370.78,7382.99,7377.52,7382.19,7381.39,7377.98,7379.19,7377.01,7375.74,7356.07,7348.72,7370.9,7379.49,7356.0,7410.07,7384.78,7378.04,7385.25,7394.18,7381.72,7379.87,7394.29,7404.34,7390.05,7362.34,7391.17,7367.95,7372.02,7369.9,7352.41,7379.67,7394.07,7365.74,7384.15,7400.23,7387.61,7353.2,7365.08,7388.46,7371.67,7355.41,7359.37,7372.93,7371.56,7367.93,7375.15,7391.45,7390.23,7388.58,7358.24,7373.43,7375.0,7389.85,7381.92,7384.27,7384.44,7365.83,7359.89,7364.52,7399.41,7369.33,7364.21,7399.34,7357.08,7368.27,7370.66,7376.87,7364.12,7372.49,7380.18,7365.29,.50
6000,6903.39,6922.91,6902.51,6888.97,6882.75,6882.99,6927.7,6912.97,6893.37,6893.42,6889.79,6867.57,6898.32,6877.33,6885.16,6913.18,6886.5,6882.0,6896.21,6892.37,6916.17,6907.96,6887.66,6883.11,6852.51,6897.35,6894.81,6899.41,6893.12,6900.3,6891.0,6898.52,6907.94,6909.83,6894.97,6904.19,6904.26,6901.41,6870.43,6861.14,6889.49,6901.16,6883.59,6922.54,6897.13,6892.4,6904.24,6910.14,6912.27,6903.3,6916.66,6928.5,6905.77,6877.23,6857.49,6876.72,6887.73,6894.4,6868.2,6909.16,6919.1,6882.65,6907.98,6923.9,6903.75,6883.05,6893.01,6899.58,6877.75,6883.41,6889.97,6905.43,6886.99,6888.32,6891.97,6914.57,6908.77,6906.06,6875.62,6891.41,6896.12,6905.15,6903.31,6913.61,6904.67,6874.43,6881.95,6877.07,6917.1,6886.85,6892.39,6916.4,6738.52,6888.26,6884.48,6907.55,6879.1,6893.71,6903.46,6878.11,.50
7000,6429.68,6440.1,6410.39,6409.62,6409.85,6401.28,6452.42,6444.26,6408.35,6402.38,6400.81,6380.54,6418.97,6393.41,6411.14,6446.54,6405.58,6404.74,6426.32,6397.33,6438.92,6428.86,6404.45,6394.57,6376.77,6425.68,6416.71,6417.12,6415.76,6422.86,6417.05,6421.36,6422.15,6413.21,6412.8,6431.18,6417.1,6404.64,6383.25,6393.33,6413.99,6415.85,6403.09,6445.34,6413.53,6422.25,6424.8,6423.13,6424.74,6418.17,6436.51,6445.61,6424.79,6401.81,6248.11,6396.28,6415.13,6411.97,6393.9,6422.26,6426.34,6408.93,6419.13,6436.58,6416.99,6411.05,6408.87,6426.49,6400.44,6398.44,6418.52,6412.02,6408.72,6413.59,6424.83,6426.39,6429.95,6417.92,6405.86,6406.64,6417.47,6428.91,6431.25,6433.7,6410.98,6398.08,6393.56,6403.37,6440.6,6409.48,6404.26,6433.2,6139.98,6417.75,6398.11,6426.1,6384.98,6404.93,6418.12,6396.54,.50
8000,5952.23,5967.96,5926.17,5917.17,5931.87,5931.5,5983.16,5970.3,5929.22,5921.52,5911.98,5904.29,5934.41,5910.12,5929.54,5968.31,5920.51,5921.49,5960.46,5902.52,5958.14,5950.07,5921.03,5903.08,5898.98,5958.0,5936.31,5937.41,5941.75,5944.77,5930.27,5941.74,5942.76,5949.19,5923.4,5945.45,5948.36,5924.73,5902.39,5924.22,5945.38,5942.3,5920.76,5971.05,5926.21,5934.86,5946.36,5952.15,5948.48,5932.84,5966.96,5967.56,5937.63,5932.63,5627.44,5926.07,5938.74,5928.83,5905.26,5939.36,5951.21,5932.89,5932.49,5966.77,5940.14,5942.09,5935.9,5946.63,5931.87,5914.97,5926.09,5927.17,5918.32,5919.71,5947.29,5931.8,5949.12,5930.58,5922.76,5922.54,5939.92,5963.25,5945.12,5953.15,5924.29,5919.86,5915.57,5933.0,5950.85,5945.65,5934.28,5961.05,5535.46,5938.25,5920.62,5948.39,5904.48,5928.06,5935.95,5915.49,.50
9000,5495.63,5483.62,5452.04,5444.82,5447.5,5451.53,5505.5,5487.31,5450.24,5448.42,5425.09,5433.48,5452.84,5438.36,5440.92,5495.51,5445.47,5436.81,5479.35,5425.63,5476.48,5464.12,5451.2,5421.94,5420.35,5473.09,5460.25,5461.07,5474.54,5464.16,5447.74,5468.09,5461.3,5472.85,5443.42,5465.83,5459.6,5450.15,5427.67,5436.32,5471.03,5468.87,5436.08,5484.17,5443.5,5450.19,5457.71,5464.78,5460.7,5459.32,5484.17,5488.71,5445.11,5460.56,5021.45,5441.5,5461.05,5463.18,5428.5,5476.99,5471.36,5455.54,5460.06,5477.63,5452.16,5469.42,5456.76,5457.96,5446.34,5447.77,5452.1,5452.25,5442.98,5447.8,5472.63,5452.48,5464.88,5452.61,5451.84,5444.95,5462.72,5487.66,5474.36,5476.85,5446.18,5437.5,5436.2,5463.26,5475.99,5472.45,5456.62,5482.09,4936.99,5458.04,5444.58,5465.99,5412.35,5439.05,5454.42,5442.84,.50
